Filename,60D_1_A
Instrument name,RSAG2
Operator,
rundate,5/30/2018
proceduresegments,Standard Oscillatory Temperature Ramp
[step]
Temperature Ramp - 1
Angular frequency,Step time,Temperature,Oscillation strain,Oscillation stress,Tan(delta),Storage modulus,Loss modulus,Complex modulus
rad/s,s,°C,%,Pa,,Pa,Pa,Pa
6.28319,8.02517,31.255,0.0168754,216554,0.0509416,1.28159e9,6.52863e7,1.28325e9
6.28319,16.3085,33.324,0.0168859,215815,0.0510623,1.27641e9,6.51766e7,1.27808e9
6.28319,24.5918,35.833,0.0169110,214177,0.0519597,1.26479e9,6.57180e7,1.26650e9
6.28319,32.8773,38.491,0.0169476,211977,0.0541423,1.24895e9,6.76208e7,1.25078e9
6.28319,41.1605,41.263,0.0169914,209110,0.0563171,1.22873e9,6.91986e7,1.23068e9
6.28319,49.4458,44.090,0.0170483,205749,0.0597747,1.20471e9,7.20111e7,1.20686e9
6.28319,57.7293,46.983,0.0171117,201635,0.0634180,1.17598e9,7.45783e7,1.17834e9
6.28319,66.0145,49.804,0.0171804,197213,0.0681639,1.14523e9,7.80636e7,1.14789e9
6.28319,74.2978,52.618,0.0172607,192201,0.0725524,1.11060e9,8.05766e7,1.11352e9
6.28319,85.4005,56.353,0.0173752,184909,0.0797933,1.06084e9,8.46480e7,1.06421e9
6.28319,93.6725,59.136,0.0174644,179018,0.0856795,1.02130e9,8.75048e7,1.02505e9
6.28319,101.956,61.901,0.0175522,173093,0.0900260,9.82191e8,8.84227e7,9.86164e8
6.28319,110.241,64.737,0.0176465,166943,0.0958515,9.41726e8,9.02659e7,9.46042e8
6.28319,118.524,67.507,0.0177453,160329,0.102145,8.98826e8,9.18107e7,9.03503e8
6.28319,126.810,70.279,0.0178348,154309,0.106806,8.60320e8,9.18871e7,8.65213e8
6.28319,135.093,73.094,0.0179229,148094,0.111339,8.21209e8,9.14326e7,8.26283e8
6.28319,143.378,75.853,0.0180006,142739,0.115579,7.87722e8,9.10443e7,7.92966e8
6.28319,151.662,78.639,0.0180769,137421,0.120303,7.54758e8,9.07998e7,7.60200e8
6.28319,159.947,81.452,0.0181527,132168,0.124680,7.22497e8,9.00807e7,7.28091e8
6.28319,168.232,84.209,0.0182151,127697,0.127449,6.95423e8,8.86310e7,7.01049e8
6.28319,176.516,86.977,0.0182854,122812,0.132890,6.65788e8,8.84768e7,6.71641e8
6.28319,184.801,89.805,0.0183428,118419,0.134384,6.39840e8,8.59845e7,6.45591e8
6.28319,193.085,92.585,0.0184037,113902,0.137359,6.13151e8,8.42218e7,6.18908e8
6.28319,201.370,95.344,0.0184625,109708,0.141304,5.88377e8,8.31399e7,5.94222e8
6.28319,209.653,98.122,0.0185195,105456,0.143086,5.63694e8,8.06569e7,5.69435e8
6.28319,217.938,100.864,0.0185736,101428,0.146737,5.40301e8,7.92820e7,5.46087e8
6.28319,226.222,103.630,0.0186266,97442.2,0.149097,5.17415e8,7.71453e7,5.23135e8
6.28319,234.507,106.419,0.0186765,93687.2,0.152010,4.95935e8,7.53871e7,5.01632e8
6.28319,242.790,109.228,0.0187248,90097.3,0.154246,4.75543e8,7.33508e7,4.81167e8
6.28319,251.076,111.971,0.0187706,86422.1,0.157482,4.54807e8,7.16239e7,4.60412e8
6.28319,259.361,114.700,0.0188166,82994.6,0.159593,4.35560e8,6.95123e7,4.41072e8
6.28319,267.645,117.474,0.0188600,79651.2,0.162045,4.16891e8,6.75552e7,4.22329e8
6.28319,275.930,120.289,0.0189007,76475.2,0.164971,3.99219e8,6.58594e7,4.04615e8
6.28319,284.213,123.037,0.0189401,73420.6,0.166687,3.82371e8,6.37363e7,3.87647e8
6.28319,292.498,125.782,0.0189798,70382.9,0.170690,3.65545e8,6.23948e7,3.70831e8
6.28319,300.782,128.551,0.0190166,67423.5,0.172184,3.49409e8,6.01626e7,3.54550e8
6.28319,309.067,130.450,0.0190551,64550.5,0.176334,3.33610e8,5.88268e7,3.38757e8
6.28319,317.350,130.267,0.0190681,63164.4,0.172016,3.26462e8,5.61565e7,3.31256e8

